2015/04/25 15:44:30,1,0,I,OK,0,10_20150425154430.bmp,2112(4000)
2015/04/25 15:54:59,1,0,I,OK,0,10_20150425155459.bmp,1(7000)
2015/04/29 09:20:40,1,0,I,OK,0,10_20150429092040.bmp,2112(4000)
2015/04/29 09:21:17,1,0,I,OK,0,10_20150429092117.bmp,2112(5000)
2015/04/29 09:56:04,1,0,I,OK,0,10_20150429095604.bmp,2112(3000)
2015/04/29 10:19:19,1,0,I,OK,0,10_20150429101919.bmp,2112(4000)
2015/04/29 10:47:58,1,0,I,OK,0,10_20150429104758.bmp,2112(5000)
2015/04/29 14:27:45,1,0,I,OK,0,10_20150429142745.bmp,2112(4000)
2015/04/29 15:15:28,1,0,I,OK,0,10_20150429151528.bmp,2112(3000)
2015/04/29 15:17:52,1,0,I,OK,0,10_20150429151752.bmp,2112(4000)
2015/04/29 15:18:57,1,0,I,OK,0,10_20150429151857.bmp,2112(3000)
2015/04/30 12:02:39,1,0,I,OK,0,10_20150430120239.bmp,2112(5000)
2015/05/01 11:24:29,1,0,I,OK,0,10_20150501112429.bmp,2112(5000)
2015/05/01 11:27:07,1,0,I,OK,0,10_20150501112707.bmp,2112(4000)
2015/05/01 11:40:06,1,0,I,OK,0,10_20150501114006.bmp,2112(5000)
2015/05/01 11:41:02,1,0,I,OK,0,10_20150501114102.bmp,2112(6000)
2015/05/01 11:41:53,1,0,E,OK,0,10_20150501114153.bmp
2015/05/01 11:42:21,1,0,I,OK,0,10_20150501114221.bmp,3df16b68-c826-4f61-b6d0-17ff135dc75c(10000)
2015/05/01 19:37:20,1,0,E,OK,0,10_20150501193720.bmp
2015/05/01 20:02:41,1,0,E,OK,0,10_20150501200241.bmp
2015/05/02 11:25:35,1,0,E,OK,0,10_20150502112535.bmp
2015/05/02 11:31:12,1,0,E,OK,0,10_20150502113112.bmp
2015/05/02 11:31:55,1,0,E,OK,0,10_20150502113155.bmp
2015/05/02 11:45:49,1,0,I,NG,2,10_20150502114549.bmp,9c012014-75ec-425b-aacd-31592dcfa68d(9000),0103e815-ef5f-4c65-8081-d100e61700af(7000)
2015/05/02 11:54:16,1,0,I,NG,2,10_20150502115416.bmp,0103e815-ef5f-4c65-8081-d100e61700af(10000),9c012014-75ec-425b-aacd-31592dcfa68d(10000)
2015/05/02 12:05:32,1,0,I,NG,2,10_20150502120532.bmp,9c012014-75ec-425b-aacd-31592dcfa68d(10000),0103e815-ef5f-4c65-8081-d100e61700af(8000)
2015/05/02 12:07:10,1,0,I,NG,2,10_20150502120710.bmp,0103e815-ef5f-4c65-8081-d100e61700af(8000),9c012014-75ec-425b-aacd-31592dcfa68d(7000)
2015/05/02 12:08:00,1,0,E,OK,0,10_20150502120800.bmp
2015/05/02 12:08:18,1,0,V,OK,0,10_20150502120818.bmp,2112
2015/05/02 12:09:11,1,0,I,NG,2,10_20150502120911.bmp,2112(10000),9c012014-75ec-425b-aacd-31592dcfa68d(9000)
2015/05/02 12:19:41,1,0,I,NG,2,10_20150502121941.bmp,9c012014-75ec-425b-aacd-31592dcfa68d(7000),0103e815-ef5f-4c65-8081-d100e61700af(6000)
2015/05/02 12:20:01,1,0,I,NG,2,10_20150502122001.bmp,2112(6000),0103e815-ef5f-4c65-8081-d100e61700af(5000)
2015/05/02 12:20:12,1,0,I,OK,0,10_20150502122012.bmp,2112(7000),0103e815-ef5f-4c65-8081-d100e61700af(4000)
2015/05/05 10:12:12,1,0,I,NG,2,10_20150505101212.bmp,9c012014-75ec-425b-aacd-31592dcfa68d(7000),0103e815-ef5f-4c65-8081-d100e61700af(6000)
2015/05/05 10:13:00,1,0,I,NG,2,10_20150505101300.bmp,9c012014-75ec-425b-aacd-31592dcfa68d(6000),0103e815-ef5f-4c65-8081-d100e61700af(6000)
2015/05/05 10:13:20,1,0,I,NG,2,10_20150505101320.bmp,9c012014-75ec-425b-aacd-31592dcfa68d(7000),2112(6000)
2015/05/05 10:14:34,1,0,I,NG,2,10_20150505101434.bmp,2112(9000),0103e815-ef5f-4c65-8081-d100e61700af(8000)
2015/05/05 10:15:00,1,0,I,NG,2,10_20150505101459.bmp,0103e815-ef5f-4c65-8081-d100e61700af(9000),9c012014-75ec-425b-aacd-31592dcfa68d(7000)
2015/05/05 10:15:43,1,0,I,NG,2,10_20150505101543.bmp,2112(5000),0103e815-ef5f-4c65-8081-d100e61700af(4000)
2015/05/05 10:17:50,1,0,I,NG,2,10_20150505101750.bmp,0103e815-ef5f-4c65-8081-d100e61700af(8000),9c012014-75ec-425b-aacd-31592dcfa68d(8000)
2015/05/05 10:18:23,1,0,I,NG,2,10_20150505101823.bmp,0103e815-ef5f-4c65-8081-d100e61700af(7000),2112(6000)
2015/05/05 10:19:28,1,0,I,NG,2,10_20150505101928.bmp,9c012014-75ec-425b-aacd-31592dcfa68d(5000),0103e815-ef5f-4c65-8081-d100e61700af(5000)
2015/05/05 10:19:58,1,0,I,NG,2,10_20150505101958.bmp,9c012014-75ec-425b-aacd-31592dcfa68d(7000),0103e815-ef5f-4c65-8081-d100e61700af(7000)
2015/05/05 10:20:48,1,0,I,NG,2,10_20150505102048.bmp,0103e815-ef5f-4c65-8081-d100e61700af(6000),9c012014-75ec-425b-aacd-31592dcfa68d(6000)
2015/05/05 10:21:21,1,0,I,NG,2,10_20150505102121.bmp,0103e815-ef5f-4c65-8081-d100e61700af(6000),2112(6000)
2015/05/05 10:21:58,1,0,I,NG,2,10_20150505102157.bmp,0103e815-ef5f-4c65-8081-d100e61700af(7000),2112(6000)
2015/05/05 11:52:07,1,0,I,NG,2,10_20150505115207.bmp,0103e815-ef5f-4c65-8081-d100e61700af(7000),9c012014-75ec-425b-aacd-31592dcfa68d(7000)
2015/05/05 11:52:41,1,0,V,OK,0,10_20150505115241.bmp,2112
2015/05/05 11:53:18,1,0,I,NG,2,10_20150505115318.bmp,2112(10000),0103e815-ef5f-4c65-8081-d100e61700af(9000)
2015/05/05 11:56:55,1,0,I,NG,2,10_20150505115655.bmp,2112(8000),9c012014-75ec-425b-aacd-31592dcfa68d(8000)
2015/05/08 19:04:02,1,0,I,NG,2,10_20150508190402.bmp
2015/05/08 19:05:00,1,0,I,NG,2,10_20150508190500.bmp,0103e815-ef5f-4c65-8081-d100e61700af(7000),9c012014-75ec-425b-aacd-31592dcfa68d(7000)
2015/05/08 19:05:42,1,0,I,NG,2,10_20150508190542.bmp
2015/05/08 19:07:29,1,0,I,NG,2,10_20150508190729.bmp
2015/05/08 19:08:22,1,0,I,NG,2,10_20150508190822.bmp
2015/05/08 19:10:19,1,0,E,OK,0,10_20150508191019.bmp
2015/05/08 19:11:01,1,0,I,OK,0,10_20150508191101.bmp,3113(10000)
2015/05/08 19:28:07,1,0,I,OK,0,10_20150508192807.bmp,3113(8000)
2015/05/08 19:37:23,1,0,I,OK,0,10_20150508193723.bmp,3113(10000)
2015/05/08 19:48:12,1,0,E,OK,0,10_20150508194812.bmp
2015/05/08 19:56:27,1,0,E,OK,0,10_20150508195627.bmp
2015/05/09 10:01:01,1,0,E,OK,0,10_20150509100101.bmp
2015/05/09 10:26:47,1,0,E,OK,0,10_20150509102646.bmp
2015/05/09 10:55:58,1,0,I,OK,0,10_20150509105558.bmp,f9f84884-6c7d-443d-85c1-24f146fd7b8f(10000)
2015/05/09 11:30:45,1,0,E,OK,0,10_20150509113044.bmp
2015/05/09 12:10:29,1,0,E,OK,0,10_20150509121029.bmp
2015/05/09 15:03:55,1,0,I,NG,2,10_20150509150355.bmp
2015/05/10 16:01:37,1,0,I,OK,0,10_20150510160137.bmp,ee4b7c56-4092-4694-bf91-8e236f11a0d3(6000)
2015/05/10 16:06:31,1,0,I,OK,0,10_20150510160631.bmp,ee4b7c56-4092-4694-bf91-8e236f11a0d3(7000)
2015/05/10 16:23:11,1,0,I,OK,0,10_20150510162311.bmp,ee4b7c56-4092-4694-bf91-8e236f11a0d3(8000)
2015/05/10 16:27:21,1,0,I,OK,0,10_20150510162721.bmp,ee4b7c56-4092-4694-bf91-8e236f11a0d3(6000)
2015/05/10 16:30:19,1,0,I,OK,0,10_20150510163019.bmp,ee4b7c56-4092-4694-bf91-8e236f11a0d3(9000)
2015/05/10 16:35:09,1,0,I,OK,0,10_20150510163509.bmp,ee4b7c56-4092-4694-bf91-8e236f11a0d3(10000)
2015/05/10 17:32:26,1,0,I,OK,0,10_20150510173226.bmp,ee4b7c56-4092-4694-bf91-8e236f11a0d3(10000)
2015/05/10 18:00:37,1,0,I,OK,0,10_20150510180037.bmp,ee4b7c56-4092-4694-bf91-8e236f11a0d3(8000)
2015/05/10 18:09:29,1,0,I,OK,0,10_20150510180929.bmp,ee4b7c56-4092-4694-bf91-8e236f11a0d3(6000)
2015/05/10 18:33:08,1,0,E,OK,0,10_20150510183308.bmp
2015/05/10 18:39:19,1,0,I,OK,0,10_20150510183919.bmp,cbdeaf84-9d04-4c38-838c-9e280edd761a(6000)
2015/05/10 18:41:46,1,0,I,OK,0,10_20150510184146.bmp,cbdeaf84-9d04-4c38-838c-9e280edd761a(7000)
2015/05/10 18:43:52,1,0,I,OK,0,10_20150510184352.bmp,cbdeaf84-9d04-4c38-838c-9e280edd761a(8000)
2015/05/11 09:45:17,1,0,I,OK,0,10_20150511094517.bmp,cbdeaf84-9d04-4c38-838c-9e280edd761a(4000)
2015/05/11 10:01:23,1,0,I,OK,0,10_20150511100123.bmp,cbdeaf84-9d04-4c38-838c-9e280edd761a(7000)
2015/05/11 14:55:50,1,0,I,OK,0,10_20150511145550.bmp,cbdeaf84-9d04-4c38-838c-9e280edd761a(5000)
2015/05/11 15:01:20,1,0,I,OK,0,10_20150511150120.bmp,cbdeaf84-9d04-4c38-838c-9e280edd761a(8000)
2015/05/11 15:13:27,1,0,I,OK,0,10_20150511151327.bmp,cbdeaf84-9d04-4c38-838c-9e280edd761a(7000)
2015/05/11 15:28:20,1,0,I,OK,0,10_20150511152820.bmp,cbdeaf84-9d04-4c38-838c-9e280edd761a(4000)
2015/05/11 16:04:37,1,0,I,OK,0,10_20150511160437.bmp,cbdeaf84-9d04-4c38-838c-9e280edd761a(6000)
2015/05/11 16:05:35,1,0,I,OK,0,10_20150511160535.bmp,cbdeaf84-9d04-4c38-838c-9e280edd761a(7000)
2015/05/11 16:09:32,1,0,I,OK,0,10_20150511160932.bmp,cbdeaf84-9d04-4c38-838c-9e280edd761a(7000)
2015/05/11 16:09:59,1,0,I,OK,0,10_20150511160959.bmp,cbdeaf84-9d04-4c38-838c-9e280edd761a(7000)
2015/05/11 16:11:27,1,0,I,OK,0,10_20150511161127.bmp,cbdeaf84-9d04-4c38-838c-9e280edd761a(7000)
2015/05/11 16:18:52,1,0,I,OK,0,10_20150511161852.bmp,cbdeaf84-9d04-4c38-838c-9e280edd761a(8000)
2015/05/11 16:23:14,1,0,I,OK,0,10_20150511162314.bmp,cbdeaf84-9d04-4c38-838c-9e280edd761a(6000)
2015/05/11 16:24:50,1,0,I,OK,0,10_20150511162450.bmp,cbdeaf84-9d04-4c38-838c-9e280edd761a(3000)
2015/05/11 16:29:52,1,0,I,OK,0,10_20150511162952.bmp,cbdeaf84-9d04-4c38-838c-9e280edd761a(6000)
2015/05/13 11:20:06,1,0,I,OK,0,10_20150513112006.bmp,cbdeaf84-9d04-4c38-838c-9e280edd761a(5000)
2015/05/13 11:31:52,1,0,I,OK,0,10_20150513113152.bmp,cbdeaf84-9d04-4c38-838c-9e280edd761a(6000)
2015/05/13 11:45:42,1,0,I,OK,0,10_20150513114542.bmp,cbdeaf84-9d04-4c38-838c-9e280edd761a(6000)
2015/05/13 12:51:04,1,0,I,OK,0,10_20150513125104.bmp,cbdeaf84-9d04-4c38-838c-9e280edd761a(5000)
2015/05/13 12:59:34,1,0,I,OK,0,10_20150513125934.bmp,cbdeaf84-9d04-4c38-838c-9e280edd761a(5000)
2015/05/13 13:56:01,1,0,E,OK,0,10_20150513135601.bmp
2015/05/23 17:08:44,1,0,E,OK,0,10_20150523170844.bmp
2015/05/24 14:01:58,1,0,E,OK,0,10_20150524140158.bmp
2015/05/24 14:09:42,1,0,E,OK,0,10_20150524140942.bmp
2015/05/31 13:27:42,1,0,E,OK,0,10_20150531132647.bmp
2015/05/31 13:36:26,1,0,E,OK,0,10_20150531133626.bmp
2015/05/31 13:42:49,1,0,E,OK,0,10_20150531134249.bmp
2015/05/31 13:49:10,1,0,E,OK,0,10_20150531134910.bmp
2015/05/31 13:59:59,1,0,E,OK,0,10_20150531135959.bmp
2015/05/31 14:05:05,1,0,E,OK,0,10_20150531140505.bmp
2015/05/31 14:12:00,1,0,E,OK,0,10_20150531141159.bmp
2015/05/31 14:20:58,1,0,E,OK,0,10_20150531142058.bmp
2015/05/31 14:26:21,1,0,E,OK,0,10_20150531142621.bmp
2015/05/31 15:08:32,1,0,E,OK,0,10_20150531150832.bmp
2015/05/31 15:12:16,1,0,I,OK,0,10_20150531151216.bmp,dd88c2a7-5fed-4bbf-8c5d-558b01c87cbd(4000)
2015/05/31 15:12:52,1,0,I,OK,0,10_20150531151252.bmp,dd88c2a7-5fed-4bbf-8c5d-558b01c87cbd(8000)
2015/05/31 15:15:06,1,0,E,OK,0,10_20150531151506.bmp
2015/05/31 15:18:00,1,0,I,OK,0,10_20150531151800.bmp,41ad0254-0921-4ae3-a76c-c454daab974d(8000)
2015/05/31 15:18:33,1,0,I,OK,0,10_20150531151833.bmp,41ad0254-0921-4ae3-a76c-c454daab974d(6000)
2015/05/31 15:21:17,1,0,I,OK,0,10_20150531152117.bmp,41ad0254-0921-4ae3-a76c-c454daab974d(5000)
2015/05/31 15:23:05,1,0,I,OK,0,10_20150531152305.bmp,41ad0254-0921-4ae3-a76c-c454daab974d(6000)
2015/05/31 15:28:10,1,0,E,OK,0,10_20150531152810.bmp
